overall,reviewText
5,Yes!
3,"Even though it says my review is for the 32gb version it's for the 64gb. Not sure why it says 32gb above.I received this card to use in my 2013 MacBook Air for extra storage. I liked that the speeds were up to 30 MB/s. I figured there would be a little bit of a fudge factor but not this much.While I can consistently get almost 45 MB/s read speeds, the write speeds were only around 10.5 MB/s.I guess you could average these together but I don't think that's really the point. :-)I didn't see a review that dealt with this specifically so hopefully this will help someone else out in the future.Update: Only now did I go back and read the tiny print that ""Write speeds may be slower"". Well, that is obvious now but I think 1/4 of the speed is a lot slower."
4,I bought this to use I'm my Galaxy note 10.1 tablet. So far so good. Simple put into microsd slot and began storing data on it
5,"its amazing how small these cards are, be careful not to loose it, i have almost a couple of times, i use this in my gopro and it works very good. shipped fast as well. A plus"
5,"I bought this memory card to use in my dash cam, and I'm very happy with how it turned out.It does what it's supposed to and that's it. No complaints."
5,"It is great, works fast, and came with full size sd adapter.It clearly pays off to buy the faster version of the SD"
5,It's an SD card that works fine and is pretty quick.  Not much else I can say about the product.
5,"Bought this for my GoPro Hero 3 and am happy with the storage capacity. When formatted it gives me about 9 hours and 20 minutes of 720p video at 60fps.It's high capacity storage, it transfers quickly enough and was reasonably priced. What more can I say?"
5,There is a reason why this memory card has thousands of 5 star ratings. Good price and it works well.
5,Works great in my Samsung Galaxy Note 2.Put the memory cards in and go to storage in the settings.  Click format card and off you go.I have not measured read or write speed but i can tell you i can copy over 1Gb video file in just a few seconds.
5,I am loving it so far.My Samsung Tab loves it too. :DIt seems to be going pretty smoothly.
4,"This is a 'set-it-and-forget-it' item. Solid performance without issues. I forgot it is still in my Sony camera, Love it"
5,The micro disk fit my Samsung phone perfectly by itself and I was able to use the adapter to fit it to my HP computer to transfer my tunes to my phone. Great product and price. I especially like the &#34;green&#34; packaging. So much easier to access the product and no wasteful plastic. Highly recommend it.
5,I am using this with my Samsung Galaxy S3.It worked fine without any issues.It does come with an adapter for SD readers.
1,"After I put this card in my new S4, my camera would hang and just not respond to anything. Some apps also stopped working.  I put in my old 16GB card and everything worked fine."
5,"I've had good luck with SanDisk cards on my cameras, and so far this card for my Android phone is no exception. Fast and no errors, though admittedly I haven't had it very long."
5,"I'm not sure what to expect from a product like this, over the short term, other than it doesn't fail and is a good price. It has worked well in my tablet without incident. I would buy this again."
5,"I upgraded a generic, small micro sd card I had on hand and was using in my GS4.  This card is very fast making for seamless read and write of pictures, video and playback of music stored on the SD card.  It works great which is exactly what I have come to expect from all SanDisk products."
5,"Wanted to expand my storage on my Surface tablet, and the price was right.Works as expected, no issues.  I'm pleased with my purchase."
5,I dont understand why but I use both micro sd cards and usb and these always seem to work better and last longer.
5,"I've had the card for a month now, and it has given me no issues. The transfer speed is quite good; moving data from my old Class 4 device to this new one was arduous only due to the slower, older device. Any new material that I have to transfer to the phone zips along very fast.Now I have just that much more room for movies and music, which is exactly what I needed!"
5,I bought this for my Surface Pro 128 GB. So now I have an additional 64 GB which I use for movies and music etc so I don't use up my 128 GB SSD for that stuff. Works great!
5,"SanDisk is always reliable, and I have always been satisfied with their products.  I know what I am getting when I purchase products from them."
5,"Very fast for taking full HD videos, and for transfering to the PC. Great quality, zero problems at all. A legit product from SanDisk!"
3,It stores data and does a good job at it. What else can you say about something that has become so common place in today's world?
1,"I thought buying this directly from amazon would guarantee me an ""authentic"" sandisk.  Honestly, I'm not sure if I got an ""authentic"" one or not, but it's failed within 6 months.  Either it's not authentic or sandisk has really dropped the ball on quality.  P.s. it's made in CHINA - if that tells you anything."
4,This is a very fast and reliable microSD card.  I used this on my Galaxy Note 2 and loaded movies and family pictures.  Transfer time is speedy!
1,"Sadly I missed the return window by a couple of days.  this card got flaky in my galaxy note 2, a little google research and it appears this is a very well known and widespread issue with these class 10 32gb cards.  Avoid until it's fixed."
5,"I have this in my phone, I use it for music and videos.Transfer speeds from my computer to the card are pretty speedy.It works great!"
5,"Always can trust SanDisk for my memory card needs.  This purchase was because I was considering getting a Samsung Galaxy S3 phone, which only has 16gb memory, but has an internal slot for memory expansion.  However, just had several bad experiences with 3 Samsung Printers at work ~ all of them broke down within a couple of weeks of each other for various reasons, and to get repair and replacement parts is ridiculously expensive.... cheaper for me to go and buy a new printer!  Samsung website is 1500% useless, and tech support is even less knowledgeable than my 4 year old nephew!  Spoke to a good friend who works for AT&T;, who has both S3 and iPhone 5.... and he said, DONT GET THE S3.... so I upgraded to an 64GB iPhone 5.So this memory card has gone to my son for his Galaxy S3.So sorry about the rant, but I hate Samsung....."
5,"Arrived today. As always shipping from Amazon is the best.I read the reviews, and decided I would give the SanDisk 64GB MicroSDXC a shot, normally I go with Patriot for all my flash memory.So one thing I read that worried me, was the heat issue. Well I can say that it does run hot.How hot you ask? I can feel it through the back cover of my Samsung Galaxy S3. Not plastic melting hot. But I know it is there.Is that an issue? Maybe? Maybe not! I have never really noticed any of my previous cards getting hot. Sure even some of my USB sticks run hot after a transfer.Is it cause for concern? I honestly don't know, yet.I will use it and see if heat causes any issues. If anyone has had the same problem feel free to comment and tell me what happened or if you contacted SanDisk.I am thinking about calling them and also Samsung to find out what max temperature range is acceptable. As I really don't want to ruin my bad-a$$ new phone.Otherwise this is a lot of space for cheap. Can't complain there. I gave it 5 stars for that reason alone.The heat issue is something else and I wont take a star off just because of that.But I will still be concerned until I have some answers.Thanks for reading."
5,Great price and holds tons of stuff. The class 10 is way faster then any other card I have purchased
1,"Despite the Class 10 rating, this card has much slower write speeds than some others and there are numerous examples online of it not being fast enough to work with the high resolution video from the GoPro Hero 3 Black Edition. If you're using that camera, choose one of the cards recommended on their site."
5,I bought two of these for use in my HERO cam. I've had no problem with these and the video/picture quality is right on. This is a good value.
1,"This died so fast and I barely used it.  in fact, I did not even put anything on it and it died.  My pad recognized it for a few weeks, but when I went to put stuff on it, it was dead.Complete garbage, stay away."
5,Larger than move and was a high class.I use this on my S4 and works wonderfully.I store all images on SD take quck second to load but much faster and better than the last SD card i had which was a class 6
5,"I bought this card for my Galaxy S4, but with the included adapter I can also use it in my Canon 6D in a pinch. As it meets UHS-1 spec it can keep up with the cameras buffer.There are plenty of details in these reviews regarding transfer rates, etc so I won't revisit that. I have had no issues with the card overheating, it performs exactly as I expected. The price was also fantastic.I would recommend this card to anyone for a wide variety of reasons. It is fast, has a good warranty and comes with the adapter to use in regular sized SD card slots."
5,"Picked this up for my Sport Action camera and it's just what I needed. Class 10 and the speeds match up with the rating. Came with a SD card adapter which was a nice bonus. Been using it for almost 2 months now with formatting after each filming. No lag on any of the video, no problems with card, running strong."
4,"I couldn't put any files onto the card that were &#62;5 Gb. A little disappointing since I wanted to store movies on it, but I guess it's a limitation of the MicroSD HC technology."
4,Great value for the price.  Comes with an adaptor so it can be used in multiple types of devices.  I have had no issues with it and would recommend it.
5,"I got this so I made sure my new smart phone had enough storage. I, unknowingly, got the phone with a ton of space but this was an awesome addition to the phone and how much I've been able to store on it. Highly recommended."
5,This card is great for any device that will accept a micro SDHC.  Class 10 write speed is a big bonus for recording high definition video!  I am very satisfied with this purchase.
5,I have installed the product on my Surface runing windows 8 RT. Seems to recognize 57 gigs not bad. Thats almost all of it. If you have dealt with memor before you will know that several gigs are lost to programing.
3,I purchased this product a few months back as a replacement for another 32GB Sandisk memory card that wasn't even a year old that ceased to work. After using this memory card for a few months I started having the same problem where the card randomly stops working or is not even recognized by my Galaxy S3 phone. I tried plugging it into my computer with the provided adapter and it seldom gets recognized. This card is not worth the money for it will not last. Buy PNY or any other brand. Sandisk has lost a customer.03/12/2013 - Amazon.com rocks! They refunded the full amount of the purchase! Kudos to them!
5,It has work great.....i have used it a lot iun my smartphone to storage photos music and game roms....works perfect
5,"I have an Asus Tf300 16gb, and I just plugged it right in and it worked without a flaw. The only annoying things, the card may get stuck in the sd adapter, so you might want to be careful with that. Other than that its great. Shipped on time, great prices, these are regularly like $70 to $100"
5,"This was a good investment for my galaxy note 2, i had to use the perseus kernel to swap the internal memory with this little guy, so right now, my phone reports internal memory of 59GB, so that's great. It's good saving pictures, full hd videos, games, etc."
5,I'm hoping this one behaves as good as it is now for at least a year.ill Update if something goes wrong.Very fast.
5,"works perfect with no issues on my phone Samsung Galaxy S 3, and Galaxy Note 10.1. . . . ."
5,great price for a great product. I purchased for my phone but I can also use in my camera. NO issues so far and for the price you can not beat.
5,I got a Samsung S3 and wanted to get the max amount of memory on it so I decided to get this memory card. I do not regret it you won't run out of memory easy. I have 7 1080p movies on it and I still have a whole lot of memory to spear. I would definitely recommend this product to everyone.
5,"I use this memory card for my tablet that has many pictures and games and also my music, one can not go wrong with lots of music and this memory card really helps me keep it all."
5,"I was a bit skeptical about getting this card because the official instructions for this phone only mention that the external memory is expandable UP TO 32gb. I did a bit of research before purchasing & many reported being able to use this card with the EVO 4G LTE. I can confirm that it works!At first, the phone won't recognize the card. YOU NEED TO FORMAT THE CARD WHEN YOU FIRST INSTALL IT! once you format the card, the phone will recognize it & you can write & read data with no issues.I got such a large card because of music. I wanted to add music in .wav format for better audio quality (or at least in mp3 320kbs). I'm very happy with this card!"
5,"Ultra fast delivery.Fast performance, and compatible with my samsung phone, my portable speaker sharkk, and my PC.I recommend it. I trust Sandisk lot as the best brand in sd memory..."
5,"I'm not quite sure how to review a memory card, but here it goes... I got the 32gb version and it works perfectly with my galaxy tab 2 7.0...and that's about it haha. the amazon frustration free package was pretty nice and i also liked the little plastic case and micro sd to sd converter it brought."
4,"I still think i have sometimes problem reading with the memory, but i can't prove it, still works, never had an error by reading or writing, so 4 stars for you!"
3,"This is a great speed card.More than 20 MB/sec. Works perfect on my Android device Samsung Galaxy SII (GT-I9100). Also works perfect using CyanongenMod 10.1.The only downside: the price. Is an expensive card.I use it for music playback, like PowerAmp, Spotify and Rdio. Works flawless."
5,"I purchased this product for my Samsung Galxy Tab Pro 10.1, and so far it's been flawless. Everything works just right."
5,This product has excellent quality! No problems so far. Fast reading and data transferring. I love it! Taking pictures like crazy without any worries. Reliable product indeed.
5,I use it to store movies for my kids to watch on theirAndroid Tablet. It works flawlessly. Price finally down to earth.
4,To be honest i purchased this because my son said I needed it with my tablet...I'm sure it will be fine...
5,"Good stuff! Works with my newly bought Samsung Galaxy Tab 2 (10.1-Inch, Wi-Fi)  no problems at all. I am happy."
5,"Ok, this won't be a technical review or a rating of measured speeds. It is simply a review from a consumer point of view. I have bought a couple of these MicroSDXC memory cards for tablets, and have seen no lag in saving data. I also use them for digital cameras, and have been very happy with the record time - it's instant. You can get into the MB/s on various cards, but usually, the difference is not something that anyone would notice or see. For the price, this is an excellent memory card, and I would highly recommend it."
1,"I was using mine in a GoPro Hero 3.  The card just broke for no reason.  There is controversy weather its the GoPro or SanDisk, but after doing some Google research it seems that its more of SanDisk's fault as these SD cards also fail (or used to) in varies Samsung devices (phones / tablets).  Amazon sent me a replacement, so no harm done, but for the money you would expect something top notch.GoPro users (on the support forums) recommend getting 2x32GB SD cards, which have not had any issues as far as anyone knows.  The worst part is losing important content, I was lucky, I copied my movies from the SD card onto a HD on my PC.  Others not so lucky."
5,Does as it is supposed to.
5,"Everything is working as expected.The product is very good, the speed transfer is OK.I use it with my Xperia SmartPhone"
5,"This is the second time I have purched this SanDisk card. I have one in my Note 3 and now one in my new Galaxy Note Pro 12.2. I really wanted the 128GB for my Pro but the price was too high for me to justify spending around $120 when this one is currently around $43. I hope the price drops soon on the 128GB! This was simple to install and didn't require formatting on either device, just plug and save. It was that easy."
5,Works great and price was not too bad either. Worked perfect with out having to format it. Transfer rate was fast when I loaded 20 movies and 9 GB of musice and 2 GB of pictures all at the same time. It took a total of 30 min. probably because I had multiple transfers at same time but works great for my new bought Samsung Galaxy Note 10.1. Thanks
5,"It's way faster than I expected, Brings plenty of storage for very a cheap price. I can fully recommend this item."
5,Works perfectly on my GoPro camera Silver Edition HD 3+. Been in use for about three months with no problems. Highly recommend.
5,Memory is typically a go/no go kind of deal - speeds can also be a factor but in reality I have nothing to really challenge the speed claims of this memory so that is a moot point.
1,"I purchased this for my gopro hero 3 and it worked ok for a while, then suddenly the camera would only record about 10 seconds at a time.  After reading some forums online, I was prompted to swap this Sandisk out for a Samsung card.  All of my problems went away!  I still use this card for random storage, but I won't use it in a camera again."
5,Does a good job at a nice price. I like this. It came on time and fits well in my Dell Venue Pro
4,"With this card I picked up for $35 amazon's black friday sale, I increased my GNII's storage to 80GB! It transfers data at about 15MB read/write, which is well below advertised. However, this is very similar to the speed that my GNII's built in storage transfers data at, so when running large applications off of this SD card I see no difference in speed than running apps off of the phone itself."
5,Nothing interesting to write. It works just fine and holds a lot of info for such a little card. Thanks.
5,"I have been using this card for about a month now, in my Contour ROAM 2 camera, and it has performed flawlessly. I have not had any issues, and have deleted and re-used several times. So far, so good!"
5,"Bought this for Canon Powershot N because it takes a micro. I always use ultra or extreme pro sandisk, since they are my preferred brand, and I like them for had video and continuous snapshots. No problems with the card, came with working adapter. Happy with this purchase would and probably will buy more."
5,Its fast. I use it every day in my Samsung Epic Touch 4G. I will never need to worry about needing extra space.
5,"No, I didn't do any speed tests.Card works great in my Galaxy sIII.Would leave it at that but the guidelines required 6 more words."
5,"work as expected. very fast. actually is installed in a HD car camera (DVR) and recording every day, every move. good product. 100% recommended."
5,"I had been using a 'regular' SanDisk 32GB Micro SD card that came included with my HTC Thunderbolt I bought in 2011. The size was decent, but I never realized until upgrading how much I was lacking on the speed.I finally got one of these to replace my old card with my Galaxy S3. It is superb. I just recently got a Galaxy S4, and again, this card is just about the best expansion you can add to most any phone.With my old MicroSD card, I had gotten used to just sitting there, zoning out, as I waited patiently for my computer to transfer pictures/videos off my card to be backed-up to my PC's hard drive, or copying some music files from my PC to my card. With this new card, almost any single file (even hundreds of megabytes big) is an instant transfer, that transfers too quick to even bring up that &#34;moving&#34; dialog box in Windows 8. On my very big transfers (lots of HD video files at once, totaling several gigabytes), I have to wait, but I'm waiting for seconds instead of minutes.Combine the excellent speed with the fact that 64GB can hold a ton of data (compared to typical storage sizes on phones), and you have a very satisfied customer. Now I can procrastinate even longer the occasional transfers of all my pictures and videos to my PC, though I try not to.A lot of phones (like my S4) specify 64GB SDXC cards as the maximum they support, so this is about the best you can even get for the moment, unless you want to pay almost double for SanDisk's Extreme cards. Unless you have money to burn, I think these are a much better value and diminishing returns certainly kick in beyond this price point. But perhaps my next phone will support 4K HD video onto 256GB cards and I will yet again need to upgrade my card's capacity and speed... Anyway, bottom line on this product: AWESOME."
5,"Bought this a few months back for my phone... but after switching phones to one that didn't support extra storage I reformatted and stuck it on my car stereo full of music. Even at full capacity it has been there for months now playing without a hitch. Music only take about 5 seconds after starting the car to start playing, skipping, fast forwarding or searching all works flawlessly. The stereo is to be given some props here but if the card wasn't up to par it clearly wouldn't be as fast as it is. Very glad with the purchase. Will buy again if the need ever comes."
5,"With technology improving upon solid state memory extremely quickly, there's no excuse to buy the best in speed, without sacrificing quality.Many 32gb cards are Class 2/4, which makes them very slow. If you're going to be utilizing 32gb of data for photos/videos, your phone or just super small storage, you're much better off purchasing a faster card such as this. The price is right, and even if it's a little more expensive than the Class 2/4 or even 6's, you will regret having pinched a few dollars instead of investing into faster speeds.I currently use this in my Sony Action Cam, and the write speed works perfectly for me, as well as the reading speed to transfer files off the card."
5,"I used this to turn my Nook Color into an android.  It was incredibly easy to install and works great.  I haven't had any problems with it.  The read and write speeds are phenomenal, given that I am running an entire operating system off just this card.  The price was great too!"
3,The 64gb version does not seem as reliable as the lower gb versions. I have had to reformat this card twice .. a real nuisance. When its working .. it does well.
5,I have come to trust the SanDisk brand for file storage and was not disappointed with this card.  It has held up to months of constant file writing and re-writing with use in a dash cam that loop records.  I recommend this card to anyone.
5,I ended up with two of these after mistakenly purchasing the regular sized SD cards for Hikvision security cameras only to find that they needed the micro SD cards instead.  They installed and formatted with no issues and are working well in the cameras.The best thing about Sandisk is that they have a lifetime warranty with these cards unlike some of the other brands.I purchased these for 45 dollars each and are reasonably priced around that.
5,"I bought this Class 10 SD card for my GoPro 3 Black and it works great! I only recorded with 1080p 60fps with ProTunes and never had any problems. In the past in my GoPro Hero2 it was very picky with the SD card that you use. But so far this card works great. I do not trust the transfer speed test because there are so many factors that change the outcome (card reader, USB version, hard drives, and etc)."
5,"I use this in my Dell Venue 8 Tablet. I have loaded it up with movies (MP-4's) and they playback flawlessly. However if it try to add a very large movie (4GB+) my windows 7 machine says that it is too large for the destination format. I shrink them down when that happens. Again, I am very happy with this purchase. Just wanted to point out a small limitation."
5,"It's inside of my Galaxy S3, and has worked great. It greatly helps expand the 16 gig internal memory, so I can store music and videos better."
5,does what it suppose to do....works great works well. good price. would buy another. good storage for any digital file.
4,"Good product, it arrived extremely fast and performs just as described. It was considerably cheaper than any other store I found. I specially like the speed of this SD Card. However do keep in mind that the speeds tend to be exaggerated. The speeds are way faster than normal SD CARD speeds and you will notice it, but not anywhere close to whats advertised. There a lot of factor that go in to consideration when it comes to the advertised speed. This is not the manufacture or seller fault, but it depends on the system that is being used."
5,"Got two of these - one for our Samsung Galaxy Note 10.1 tablet and one for my Samsung Galaxy Note II cell phone.  Both devices had no problem recognizing the new 64gb cards.  Couldn't be any easier to use.  Nice to have a large amount of storage on both devices.  The easy to open packaging was a real treat.  I did not use the adapters as I just connect my phone and tablet to my laptop via USB to transfer music, photos and music."
4,"Even though it's a class 10 card, writing data to it still takes a while. However, the card performs well in my phone. If you can get a good deal on this, you won't be disappointed."
5,Made the mistake of leaving it in the car when I had a flat and had to buy 4 new tires. Went missing at the dealership so I never got to use it.
5,bought for our recent GoPro purchase to hold many videos/shots. No problem with installing or viewing from chip. SanDisk is our go to product for memory cards.
4,"i bought this sandisk ultra 32 gb micro SDHC memory card for my go pro hero white edition, is really good anD works perfecly, try it, you wont regret!!"
1,It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.
5,"Noticeable improvement to my Sprint HTC EVO LTE with this.Camera app used to have bad pictures when I shot in burst mode (several frames per second). With this card it never misses a burst picture.Also apps that have been installed to the SD card are a lot more responsive.Update:Card has died on me, as of May 12th 2013. I originally ordered this October 22, 2012. So I got about 6 months out of it. Oh well."
4,"Its a good Micro card, self explanatory, I haven't had any issues with it. Works for just about putting anything on it."
5,I needed more memory because my phone kept telling me I was short on memory. This is more than enough memory and I have so many pictures on my phone now! This was a good buy!
5,"SanDisk Ultra 32 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter, exactly what was expected and what was described.  Could not ask for anything more."
5,What can you say.  It is a memory card and it works.  The price was good for the size of card.
4,"It arrived quickly, was easy to install, now, if I can just figure out how to save data onto it from my device..."
5,"There were Known Issues with Sandisk and GoPro HERO3 Cameras. So much so that if you paid attention, you'd see that GoPro discontinued selling Sandisk MicroSD cards on GoPro's website. Good thing too, because GoPro was totally over-charging customers for MicroSD cards, and still are!Having said all that, I'd like to share with you that the Sandisk Class 10 32GB MicroSD card works perfectly with my HERO3+ Black Camera.PROS:Immediate recognition of MicroSD Card by my computerImmediate recognition of MicroSD Card by my HERO3 and HERO3+ CameraClass 10 Speed allows me to do minor edits right from the MicroSD Card, even through USBClass 10 Speed makes file transfers quick and painlessCONS:Had trouble being recognized by my HERO3 camera"
5,"I have had this card for a couple of days and I am very pleased with it. I bought it for use in my Toshiba Thrive 7"" tablet, mainly for storing movies. I used it with the included adapter in my HP netbook (which is where my movies are stored) and it worked with no problem. The transfer of 4 movies took about 15 minutes altogether, and they all played perfectly when I put the card back into my Thrive. For this price and with Prime shipping, there was no way I could pass it up! I will probably be ordering more of these in the future."
5,Product arrived on time not excessively packaged. Worked perfectly out of the box. Speed is excellent as I can play movies on it and the large file transfer time is very quick on the tablet.
4,good scan disk but the wrong one for my camera I needed a class 6 this class 10 locks up for no reason and even will lock up my computer when it does..
5,Very reasonably priced for a product that works very well. I have never had any problems with SanDisk products so I highly recommend it to everyone.
5,"I purchased this for my husband, he's had this quite a while now and love it SanDisk is a reputable product."
5,bought for my go pro and i love how much info it can hold.. graet price couldn't go wrong.
5,"It just works, what more is there to say.  These days every smart phone needs as much memory space as possible."
5,I had purchased a used HTC phone... that the kid had taken the original 8meg card out (I did not know it came with one till I reviewed the specs online)Well... that was OK... I would have upgraded anyway - this got here in 2 days because of being a prime member... and fits good - works flawlessly.
5,"Plenty of space, works like a champ. Speeds are fine for a tablet - I mean how fast do these need to be? Transfers go smoothly and the cards read well."
5,I take my tablet to the gym in the morning and either watch movies stored on this card or stream Slingbox from the house. This allows me to store a lot of movies at one time. Works great.
5,This is larger than I need but on a long vacation I did not want to start deleting photos or videos to make room for others so this was way more than I needed for several hundred large photos and lots of 20 to 30 second videos as well with  lots of memory left over. Actually a  8gb would have been  enough. The card worked well and I'm happy with my purchase.
5,"After reading many reviews I decided to purchase this card for my new galaxy S3 phone. I powered off my phone  ,removed the back cover and put this card in and turned my phone on and I did not need to format it or anything it was ready to go. So far so good."
5,the 64 gb class 10 memory will be useful and I think this was a good buy.I will be using it in my GoPro Hero 3 Black.
5,"Do not think I have ever had a bad product from Sandisk.  Currently using the card in my Lumia 810.  Music, pictures podcasts and all other media play on it fine."
4,"Card works great, but the adapter was too loose to make full contact with the micro card to facilitate connectivity to the card reader.  Minor issue since I have several adapters... But it's worth noting."
5,"Due to other reviews I was a little hesitant to order this unit.  My experience was pain free; I installed it and powered-on the phone.  My Lumia 810 (WP8) automatically recognized the new memory and prompted me to use it for new pictures, music and videos.  Hoorary!"
5,"Plugged it into my Samsung Galaxy II, and the memory appeared - what more can I say other than it has performed exactly as expected."
5,"It's a 32Gb micro card, it works well and haven't had any issues with it. Would recommend if you are considering."
5,"This card is the fastest they make right now, the 32GB size is the upper limit that many phones and devices can handle like my Droid X phone.  I actually use it in my new Rikomagic mk802 III tv adapter and it works great."
5,"I am a music junkie and I use my phone as much as a mp3 player and video recorder, then as an actual phone, that I chew up memory quick. Thanks, to Sandisk and my Q10 I can keep expanding my storage."
5,I inserted the 128gb Microsd card and it works great. I didn't even have to format it. My tablet see 119gb which is still good. Once I read the reviews about the card it made me think second about it. SanDisk fixed all the issues they had in the previous years to the point where all I have to do is stick the card in the slot and the space is available. GREAT JOB SANDISK for listening to people's complaints and fixing issues in the past.
5,"Just bought 2 new windows cell phones, and of course wanted as much storage capacity possible. So far no problems with the card at all, and do not foresee any."
5,"Allows me to store quite a few movies in my razr.  Sandisk is THE brand for memory, all of my USB memory thumb drives are Sandisk.."
5,"Great card. just what I was looking for, for my surface. Now I need nine more words for Amazon limit."
4,I wanted a good sized SD card for my Android phone. This one was priced well and has been working without a glitch.
5,works great with my samsung galaxy note 2.  just stuck it in and it worked. no formatting needed.  very fast which and no loss of camera speed
5,"I was looking for a simple, reliable and fast micro SD chip which I could use with both my new chromebook and my galaxy s3. This product does exactly that. Movies won't lag and with the adapter you can easily use it for laptop and cell devices. Great buy!"
5,"Perfect for my Sansa Clipp MP3 player.  Plenty fast, and was priced right."
5,Good transfer speed
5,Gives me more time and memory when I'm riding with Shiftn Steel Sport Riderz and want to get some great footage
5,This memory card works like any other card.  I've hard zero problems with it and it was easy to install.  I would buy it again.
5,I can take plenty of pictures and put all my music on my phone.  Works great for what I use it for.
5,I purchased a Car-Cam from Amazon and it was recommended from another reviewer to purchase a 32GB Class 10 Card USB memory card and I'm glad I followed the recommendation.  Before I received this card I had already received the Cam so I thought I would try my other card from my tablet.  NOT; the Cam wouldn't recognize the card.  Being a Class 10 is a better quality and will work with most devices.
5,"what can I say besides what the title says, Plenty of memory....plug and play and a GREAT price...you won't be sorry!!!  :)"
5,"The thing I hate about writing reviews for products like this is that they either work or they don't. There's not a lot of &#34;user experience&#34; to be had. If the card is fast enough and doesn't give you read/write errors then it should get five stars, right?Five stars!"
5,Balance of trusting the name on the brand & price. Felt like the price I paid was a good value.
5,"Installed this into my new Galaxy tablet and sure is nice to have the extra memory, allows for additional apps."
5,When you are looking for a high end SD card with great write speeds look no further than Scan Disk Ultra
5,Works perfect in Samsung Tab 2. It quadrupled my storage capability and seems to be very fast.  I would recommend to anyone
1,"I have lately purchased two micro-SD card one Sandisk Ultra 64GB microSDXC and 1 Sandisk Extreme Pro microSDHC 16GB. The first one claim 30MB/s the second claims 90-95MB/s. I 5 tests on my Galaxy Note 2 and 3 different benchmark test on my computer using USB 3.0 card reader. I can only get 7-8MB/s (this not even class 10, let alone UHS-1). I even did real world testing by copy a large set of data (2GB of photo).The result is no different. I do own Sandisk extreme SDHC card on my T3i and I do get 65MB/s of transfer rate. I strongly recommend consumers to test their premium (UHS-1) microSD. I felt very disappointed on Sandisk. I will try other brand like Samsung, Patriot or Lexar."
5,"Extremely happy with this memory card. Very fast, and have not had a problem since I bought it almost 6 months ago."
5,This is definitely faster than my old 16GB card and seems to work just fine so far in my S4. Have used it a lot for the last few weeks.
5,Works perfect in the Surface RT. Easily integrated into the file structure by using the Libraries function of Win RT.
5,this works great. ive saw ppl getting fakes at times. this was not the case. it worked in my evo 4g with formatting. turned it into two different 32 gig files but works as one. ive got more memory on my phone than i do on my laptop which is crazy.
1,This doesn't work on the galaxy note 10.1. It is getting detected however it is not being utilized by the note 10.1.
4,I have been using it for over a year now in my galaxy S3 and it seems fast and reliable.  Do we really know how good they are until it goes out or crashes?
5,I bought it to my GoPro 3 Black and it worked very good with videos at 1080P...very cheap compared with the prices at Best Buy.
5,its geniune and performs as expected in my ASUS TF300T  tablet.  Includes sd adapter and has a nice sandisk app in the play store.
4,"i love this micro sd.  It enables me to expand the storage space on my Acer W3.  Great price too,"
4,"Works well, as advertised. I like the Class 10 speed. Price was right. Would recommend this product to others. Thank you."
5,"Yes it meet me expectation. This is the best headphone I've had. The Good frequency response and a lot of Bass, which most phones don't have. I would recommend this product to anyone..."
5,"Since I bought this card, I've been using it almost daily in my Hero 3 camera. The recordings are without any glitches so far."
3,Some reason this card (and a replacement card) did not work with my GoPro Hero 3+.....therefore I could only give the card a 3* instead of a 5......ive also read that many people are having the same problem with ALL brands of micro SD 64 gb cards.
5,I used this to take pictures. It works good. I think it works just as good as any other memory card I have ever used.
5,Fit my needs nicely in my tablet.  No more buffering anything anymore.  And big enough to hold quite a few movies on.
5,love it planty of space for my pictures and videos and more very small and can be use in other items
4,This rating is based on multiple years of use of this memory card. Its reliable and easy to use. I would recommend this to anyone looking for a memory card for long term use.
5,"This SanDisk Ultra Micro SDHC Memory Card is a great example of how technology has made our live's simpler, better and richer.  No prep necessary; just remove it from the packaging, and plug and play.  I use mine in my Samsung Galaxy Tab 2 7.0 as its external memory to hold all my music, pictures and videos, and it runs flawlessly.  I haven't had a chance to use the adapter yet, although I have devices that take it.  It's a nice addition, one I think should be standard these days with this type of technology.Price was very competitive, the packaging was excellent, and the product arrived sooner than expected.  Overall, I had a great experience with this purchase.  I usually go with the big names for electronics, and it's not let me down yet.  I highly recommend this product."
5,"get it $9.9,so worthful.speed is fine , camera  can use it with the adapter. so useful, i love it !"
4,"I bought this to expand the limited memory of my Dell Venue Pro. I use it to store MP4 videos and MP3 music and streaming/playing both work very well. Even the description explicitly says &#34;Reformat into file system other than exFAT may cause instability&#34; I'd hope to use it to remap my OneDrive (FKA SkyDrive) folder which requires it being reformatted to NTFS.  The warning is correct--between Windows 8.1, the tablet and the SanDisk MicroSDXC the OS became unstable.  Once I'd reformatted and changed OneDrive's location to it I rebooted Windows 8.1 and Windows 8.1 could not detect the card. I reformatted the card back to exFAT and it works as expected."
5,My Galaxy s3 (and me) couldn't be happier- good price arrived quickly and what can I say - it does what its supposed to do!
5,"Works perfectly.  Nothing else to say as it's just a memory card and it holds the pictures and videos I put on it.  I would not say anything, but again, you need 20 word minimum."
